PartyId,CollisionId,PartyNumber,PartyType,IsAtFault,IsOnDutyEmergencyVehicle,IsHitAndRun,AirbagCode,AirbagDescription,SafetyEquipmentCode,SafetyEquipmentDescription,Special Information,Other Associate Factor,Inattention,DirectionOfTravel,StreetOrHighwayName,SpeedLimit,MovementPrecCollCode,MovementPrecCollDescription,SobrietyDrugPhysicalCode1,SobrietyDrugPhysicalDescription1,SobrietyDrugPhysicalCode2,SobrietyDrugPhysicalDescription2,GenderCode,GenderDescription,StatedAge,DriverLicenseClass,DriverLicenseStateCode,RaceCode,RaceDesc,Vehicle1TypeId, Vehicle1TypeDesc, Vehicle1Year,Vehicle1Make,Vehicle1Model,Vehicle1Color,V1IsVehicleTowed,Vehicle2TypeId, Vehicle2TypeDesc, Vehicle2Year,Vehicle2Make,Vehicle2Model,Vehicle2Color,V2IsVehicleTowed,Lane,ThruLanes,TotalLanes,IsDREConducted
9371126,2289293,2,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,E,SR-237 E/B,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,45.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2019.0,HYUN,ELANTRA,SIL,False,,,,,,,,1,3.0,3.0,False
9371125,2289293,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,E,SR-237 E/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,60.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2002.0,HOND,ACCORD,BLU,False,,,,,,,,1,3.0,3.0,False
9371102,2289280,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC,,S,I-680 S/B,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,43.0,C,CA,H,HISPANIC,22.0,PickupsAndPanels,1998.0,TOYT,TACOMA,RED,False,,,,,,,,6,6.0,6.0,False
9371101,2289280,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC,,S,I-680 S/B,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,59.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2001.0,HOND,ACCORD,BLU,False,,,,,,,,6,6.0,6.0,False
9371100,2289280,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC,,S,I-680 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,,U,,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2006.0,AUDI,A6,BLK,False,,,,,,,,6,6.0,6.0,False
9371091,2289275,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101 N/B,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,56.0,B,CA,H,HISPANIC,22.0,PickupsAndPanels,2006.0,TOYT,TACOMA,SIL,False,,,,,,,,1,4.0,4.0,False
9371090,2289275,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101 N/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,52.0,C,CA,A,ASIAN,7.0,SportUtilityVehicle,2016.0,HOND,PILOT,WHI,False,,,,,,,,1,4.0,4.0,False
9370990,2289227,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-680,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,43.0,C,CA,B,BLACK,22.0,PickupsAndPanels,2020.0,FORD,F250,BLK,False,,,,,,,,1,4.0,4.0,False
9370989,2289227,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-680,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,42.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2013.0,NISS,PATHFINDER,GRY,False,,,,,,,,1,4.0,4.0,False
9370837,2289145,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101 N/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,63.0,C,CA,W,WHITE,22.0,PickupsAndPanels,2001.0,TOYT,TACOMA,SIL,False,,,,,,,,5,5.0,5.0,False
9370836,2289145,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101 N/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,19.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2010.0,HOND,CIVIC,GRY,False,,,,,,,,5,5.0,5.0,False
9370782,2289115,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101 N/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,71.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,1998.0,CHRY,CIRRUS,TAN,False,,,,,,,,3,4.0,5.0,False
9370781,2289115,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101 N/B,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,72.0,C,CA,W,WHITE,7.0,SportUtilityVehicle,2018.0,HOND,CRV,WHI,False,,,,,,,,4,4.0,5.0,False
9370694,2289070,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - VC 22350,,N,I-880 N/B TO THE ALAMEDA ,65.0,B,PROCEEDING STRAIGHT,B,HBD-UNDER INFLUENCE,,,M,MALE,29.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2013.0,SUBA,,WHI,False,,,,,,,,EXIT,0.0,1.0,False
9370674,2289055,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,23.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2012.0,HOND,CIVIC,SIL,False,,,,,,,,4,4.0,4.0,False
9370673,2289055,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,55.0,U,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2016.0,RAM,PROMASTER 1500,WHI,False,,,,,,,,2,4.0,4.0,False
9370672,2289055,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,59.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2005.0,GMC,SIERRA,BLK,False,,,,,,,,3,4.0,4.0,False
9370660,2289048,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,ENTERING OR LEAVING RAMP,,N,US-101 N/B TO OLD BAYSHORE HWY,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,23.0,F,IT,A,ASIAN,1.0,PassengerCarStationWagonJeep,2014.0,TOYT,CAMRY,BLK,True,,,,,,,,EXIT,0.0,1.0,False
9370640,2289036,2,ParkedVehicle,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE USE UNKNOWN,NONE APPARENT,,S,I-680 S/B,65.0,O,PARKED,A,HAD NOT BEEN DRINKING,,,,,,,,,,21.0,TwoAxleTankTruck,2024.0,HINO,,WHI,False,,,,,,,,RT-SHLD,4.0,4.0,False
9370639,2289036,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,40.0,C,CA,W,WHITE,22.0,PickupsAndPanels,2022.0,FORD,MAVERICK,BLU,False,,,,,,,,RT-SHLD,4.0,4.0,False
9370611,2289021,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,40.0,C,CA,W,WHITE,22.0,PickupsAndPanels,2023.0,FORD,MAVERICK,LBL,False,,,,,,,,XPRS,4.0,5.0,False
9370610,2289021,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680 S/B,65.0,R,OTHER,A,HAD NOT BEEN DRINKING,,,M,MALE,28.0,C,CA,H,HISPANIC,21.0,TwoAxleTankTruck,2024.0,HINO,L6,WHI,False,,,,,,,,XPRS,4.0,5.0,False
9369678,2288540,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US-101 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,59.0,C,CA,A,ASIAN,7.0,SportUtilityVehicle,2003.0,TOYT,HIGHLANDER,SIL,False,,,,,,,,4,4.0,4.0,False
9369677,2288540,1,Driver,True,False,True,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE USE UNKNOWN,NONE APPARENT,,S,US-101 S/B,65.0,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,7.0,SportUtilityVehicle,2016.0,MERZ,450 SERIES,BLK,False,,,,,,,,4,4.0,4.0,False
9369638,2288520,2,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-87 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,55.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2009.0,HOND,PILOT,MAR,True,,,,,,,,3,3.0,4.0,False
9369637,2288520,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-87 S/B,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,28.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2012.0,FORD,FOCUS,BLK,True,,,,,,,,4,3.0,4.0,False
9369401,2288399,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280 N/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,38.0,C,CA,O,OTHER,7.0,SportUtilityVehicle,2016.0,LNDR,RANGE ROVER,BLK,False,,,,,,,,2,4.0,5.0,False
9369400,2288399,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE USE UNKNOWN,NONE APPARENT,,N,I-280 N/B,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,,,,False,,,,,,,,1,4.0,5.0,False
9369325,2288360,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-880 N/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,23.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2011.0,SUBA,IMPREZA,WHI,False,,,,,,,,1,3.0,3.0,False
9369324,2288360,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-880 N/B,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,M,MALE,29.0,C,CA,H,HISPANIC,8.0,MiniVan,2015.0,FORD,TRANSIT ,WHI,False,,,,,,,,1,3.0,3.0,False
9369318,2288356,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,63.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2006.0,VOLV,XC90,GRY,False,,,,,,,,4,4.0,4.0,False
9369317,2288356,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,28.0,F,TN,B,BLACK,1.0,PassengerCarStationWagonJeep,2015.0,BMW,428,BLK,False,,,,,,,,4,4.0,4.0,False
9369251,2288322,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,47.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2019.0,HOND,CIVIC,RED,False,,,,,,,,6,4.0,6.0,False
9369250,2288322,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680 S/B,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,52.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2018.0,GMC,ACADIA,GLD,False,,,,,,,,5,4.0,6.0,False
9369114,2288254,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,E,SR-237 E/B,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,24.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2017.0,SUBA,IMPREZA,GRY,False,,,,,,,,XPRS,3.0,4.0,False
9369113,2288254,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,E,SR-237 E/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,35.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2017.0,FORD,FUSION,WHI,False,,,,,,,,XPRS,3.0,4.0,False
9369065,2288227,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280 N/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,26.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2020.0,HOND,CIVIC,GRY,False,,,,,,,,2,4.0,4.0,False
9369064,2288227,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280 N/B,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,M,MALE,41.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2013.0,TOYT,PRIUS,GRY,False,,,,,,,,3,4.0,4.0,False
9368968,2288178,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-87 S/B,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,40.0,C,CA,A,ASIAN,7.0,SportUtilityVehicle,2023.0,MERZ,GLB 250,WHI,False,,,,,,,,2,2.0,3.0,False
9368967,2288178,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE USE UNKNOWN,NONE APPARENT,,S,SR-87 S/B,65.0,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,,,,False,,,,,,,,2,2.0,3.0,False
9368929,2288160,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US-101 S/B,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,65.0,C,CA,B,BLACK,7.0,SportUtilityVehicle,2023.0,TOYT,RAV4,GRY,False,,,,,,,,1,4.0,4.0,False
9368928,2288160,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US-101 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,25.0,U,CA,H,HISPANIC,7.0,SportUtilityVehicle,2005.0,FORD,ESCAPE,BLU,False,,,,,,,,1,4.0,4.0,False
9368920,2288155,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-85 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,39.0,C,CA,A,ASIAN,7.0,SportUtilityVehicle,2022.0,LEXS,NX 350,GRY,False,,,,,,,,1,3.0,4.0,False
9368919,2288155,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-85 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,38.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2017.0,CHEV,BOLT,BLK,True,,,,,,,,2,3.0,4.0,False
9368918,2288155,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-85 S/B,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,31.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2021.0,MAZD, CX-5,RED,True,,,,,,,,1,3.0,4.0,False
9368897,2288147,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280 N/B,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,M,MALE,34.0,C,CA,A,ASIAN,7.0,SportUtilityVehicle,2023.0,TOYT,HIGHLANDER,GRY,False,,,,,,,,4,4.0,5.0,False
9368896,2288147,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280 N/B,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,45.0,C,CA,O,OTHER,7.0,SportUtilityVehicle,2022.0,HYUN,SANTA FE,GRY,False,,,,,,,,2,4.0,5.0,False
9368889,2288141,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US-101 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,75.0,C,CA,W,WHITE,7.0,SportUtilityVehicle,2019.0,SUBA,ASCENT,GRY,False,,,,,,,,1,5.0,5.0,False
9368888,2288141,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,S,US-101 S/B,65.0,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,,,,False,,,,,,,,1,5.0,5.0,False
9368863,2288128,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-280 S/B,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,48.0,C,CA,W,WHITE,7.0,SportUtilityVehicle,2017.0,TOYT,HIGHLANDER,WHI,False,,,,,,,,2,5.0,5.0,False
