PartyId,CollisionId,PartyNumber,PartyType,IsAtFault,IsOnDutyEmergencyVehicle,IsHitAndRun,AirbagCode,AirbagDescription,SafetyEquipmentCode,SafetyEquipmentDescription,Special Information,Other Associate Factor,Inattention,DirectionOfTravel,StreetOrHighwayName,SpeedLimit,MovementPrecCollCode,MovementPrecCollDescription,SobrietyDrugPhysicalCode1,SobrietyDrugPhysicalDescription1,SobrietyDrugPhysicalCode2,SobrietyDrugPhysicalDescription2,GenderCode,GenderDescription,StatedAge,DriverLicenseClass,DriverLicenseStateCode,RaceCode,RaceDesc,Vehicle1TypeId, Vehicle1TypeDesc, Vehicle1Year,Vehicle1Make,Vehicle1Model,Vehicle1Color,V1IsVehicleTowed,Vehicle2TypeId, Vehicle2TypeDesc, Vehicle2Year,Vehicle2Make,Vehicle2Model,Vehicle2Color,V2IsVehicleTowed,Lane,ThruLanes,TotalLanes,IsDREConducted
1709687,905325,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,19.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2008.0,VOLK,2.5 TL,BLU,,,,,,,,,,,,
1709661,905311,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,45.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2018.0,CHEV,VOLT,GRY,,,,,,,,,,,,
1709660,905311,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,23.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2005.0,ACUR,TSX,GRY,,,,,,,,,,,,
1709541,905248,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC,,N,US-101,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,26.0,C,CA,W,WHITE,22.0,PickupsAndPanels,2016.0,TOYT,Tacoma,GRY,,,,,,,,,,,,
1709540,905248,1,Driver,True,False,True,P,NOT REQUIRED,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,STOP & GO TRAFFIC,,N,US-101,65.0,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,2.0,Motorcycle,2003.0,YAMA,R6 ,SIL,,,,,,,,,,,,
1709271,905100,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,35.0,C,CA,O,OTHER,7.0,SportUtilityVehicle,2012.0,LEXUS,GX460,SIL,,,,,,,,,,,,
1709036,904978,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-85,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,24.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2005.0,TOYO,Camry,RED,,,,,,,,,,,,
1709035,904978,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-85,65.0,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,,,,,,,,,,,,,,,
1708889,904903,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,19.0,C,CA,W,WHITE,7.0,SportUtilityVehicle,2010.0,MERB,GLK,BLU,,,,,,,,,,,,
1708888,904903,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,21.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,1993.0,AUDI,Quattro,GRE,,,,,,,,,,,,
1708870,904893,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-280 N/B TO SR-17,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,48.0,C,CA,W,WHITE,22.0,PickupsAndPanels,2012.0,FORD,F150,WHI,,,,,,,,,,,,
1708869,904893,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280 N/B TO SR-17,65.0,J,CHANGING LANES,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,,,,,,,,,,,,,,,
1708755,904838,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22107 / ENTERING OR LEAVING RAMP,,S,SR-85,65.0,R,OTHER,E,UNDER_DRUG_INFLUENCE,,,M,MALE,38.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2005.0,CHEVY,Impala,GRY,,,,,,,,,,,,
1708661,904792,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,23.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2000.0,HONDA,Accord,BLU,,,,,,,,,,,,
1708660,904792,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,R,OTHER,A,HAD NOT BEEN DRINKING,,,M,MALE,63.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2002.0,TOYO,RAV4,BLU,,,,,,,,,,,,
1708651,904787,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,44.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2005.0,TOYO,Prius,SLV,,,,,,,,,,,,
1708650,904787,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,19.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,1991.0,CHRY,Acclaim,WHT,,,,,,,,,,,,
1708212,904552,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US101,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,43.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2017.0,TOYO,mirai,BLU,,,,,,,,,,,,
1708211,904552,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US101,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,48.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2013.0,HYUN,Veloster,GRY,,,,,,,,,,,,
1708210,904552,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US101,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,26.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,1986.0,FORD,Mustang,SIL,,,,,,,,,,,,
1707984,904423,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,65.0,C,CA,O,OTHER,7.0,SportUtilityVehicle,2015.0,GMC,Savana,WHI,,,,,,,,,,,,
1707983,904423,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,33.0,F,CO,A,ASIAN,1.0,PassengerCarStationWagonJeep,2007.0,TOYO,Corolla,BRN,,,,,,,,,,,,
1707982,904423,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,25.0,C,CA,A,ASIAN,7.0,SportUtilityVehicle,2013.0,FORD,Fusion,GRN,,,,,,,,,,,,
1707812,904332,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22107,,N,SR-87,65.0,R,OTHER,B,HBD-UNDER INFLUENCE,,,F,FEMALE,27.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2004.0,HONDA,Civic,BLK,,,,,,,,,,,,
1707452,904139,2,Driver,,False,False,P,NOT REQUIRED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US-101,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,22.0,A,CA,H,HISPANIC,25.0,TruckTractor,2008.0,KW,Truck Tractor-,GRY,,31.0,SemiTrailer,2008.0,CLMNT,TRAILER,WHI,,,,,
1707451,904139,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC / ENTERING OR LEAVING RAMP,,S,US-101,65.0,R,OTHER,A,HAD NOT BEEN DRINKING,,,M,MALE,38.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2012.0,HYUN,Accent,GRY,,,,,,,,,,,,
1707402,904115,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC,,N,US-101,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,23.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2016.0,FORD,Mustang,RED,,,,,,,,,,,,
1707401,904115,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC,,N,US-101,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,M,MALE,17.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2011.0,TOYO,Camry,BLU,,,,,,,,,,,,
1707371,904096,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,32.0,C,CA,W,WHITE,22.0,PickupsAndPanels,1996.0,TOYO,Tacoma,TAN,,,,,,,,,,,,
1707370,904096,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,ENTERING OR LEAVING RAMP,,S,I-280,65.0,P,MERGING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,31.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2004.0,HONDA,Civic,BLU,,,,,,,,,,,,
1707356,904088,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-85,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,54.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2014.0,FORD,Fusion,BLK,,,,,,,,,,,,
1707355,904088,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-85,65.0,B,PROCEEDING STRAIGHT,F,IMPAIRMENT-PHYSICAL,,,M,MALE,64.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2014.0,CHEV,Equinox,BLK,,,,,,,,,,,,
1707331,904077,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,40.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2015.0,TOYT,Camry,BLK,,,,,,,,,,,,
1707330,904077,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22350 / NONE APPARENT,,S,I-680,65.0,B,PROCEEDING STRAIGHT,B,HBD-UNDER INFLUENCE,,,M,MALE,58.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2010.0,NISS,Sentra,SIL,,,,,,,,,,,,
1707201,904009,2,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,50.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2018.0,TOYO,Camry,GRY,,,,,,,,,,,,
1707200,904009,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,19.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2014.0,DODG,Challenger,BLK,,,,,,,,,,,,
1707042,903926,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,59.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2001.0,TOYOTA,Camry,TAN,,,,,,,,,,,,
1707041,903926,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,64.0,C,CA,W,WHITE,7.0,SportUtilityVehicle,2007.0,HUMM,H2,BLU,,,,,,,,,,,,
1706973,903890,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,19.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2018.0,HOND,Civic,SIL,,,,,,,,,,,,
1706972,903890,2,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,27.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2016.0,BMW,320 i,RED,,,,,,,,,,,,
1706971,903890,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22350,,S,I-680,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,49.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2017.0,TOYT,Camry,GRY,,,,,,,,,,,,
1706937,903874,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-87,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,43.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2008.0,MAZD,Hybrid,GRY,,,,,,,,,,,,
1706936,903874,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-87,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,44.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2012.0,TOYT ,Camry,SIL,,,,,,,,,,,,
1706815,903808,4,Driver,,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-880,65.0,B,PROCEEDING STRAIGHT,H,NOT APPLICABLE,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,,,,,,,,,,,,,,,
1706814,903808,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-880,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,36.0,C,CA,B,BLACK,1.0,PassengerCarStationWagonJeep,2011.0,ACUR,TSX,BLK,,,,,,,,,,,,
1706813,903808,2,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-880,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,35.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2011.0,TOYO,Prius,GRY,,,,,,,,,,,,
1706812,903808,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-880,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,56.0,F,TX,W,WHITE,22.0,PickupsAndPanels,2003.0,CHEV,Silverado,WHI,,,,,,,,,,,,
1706720,903761,2,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,60.0,C,CA,H,HISPANIC,22.0,PickupsAndPanels,2004.0,NISS,Frontier,WHI,,,,,,,,,,,,
1706719,903761,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101,65.0,M,OTHER UNSAFE TURNING,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,7.0,SportUtilityVehicle,1999.0,GMC,Suburban,BLU,,,,,,,,,,,,
1706630,903709,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-680,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,25.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2010.0,SCION,TC,BLU,,,,,,,,,,,,
1706289,903524,2,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,S,INTERSTATE 280,65.0,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,,,,,,,,,,,,,,,
1706288,903524,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,INTERSTATE 280,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,55.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2017.0,INFI,QX60,GRY,,,,,,,,,,,,
1706225,903493,1,Driver,True,False,True,L,AIR BAG DEPLOYED,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,N,US101,65.0,R,OTHER,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,7.0,SportUtilityVehicle,2019.0,JEEP,Cherokee,BLK,,,,,,,,,,,,
1706084,903422,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,75.0,F,WA,W,WHITE,1.0,PassengerCarStationWagonJeep,2014.0,TOYO,Camry,SIL,,,,,,,,,,,,
