Collision Id,	Report Number,	Report Version,	Is Preliminary,	NCIC Code,Crash Date Time,	Crash Time Description,	Beat,City Id,	City Code,	City Name,County Code,	City Is Active,	City Is Incorporated,	Collision Type Code,Collision Type Description,	Collision Type Other Desc,	Day Of Week,	DispatchNotified,	HasPhotographs,	HitRun,	IsAttachmentsMailed,	IsDeleted,	IsHighwayRelated,	IsTowAway,	JudicialDistrict,	MotorVehicleInvolvedWithCode,	MotorVehicleInvolvedWithDesc,MotorVehicleInvolvedWithOtherDesc,	NumberInjured,	NumberKilled,Weather 1, Weather 2, Road Condition 1, Road Condition 2, Special Condition,LightingCode, LightingDescription,Latitude,Longitude,MilepostDirection,MilepostDistance,MilepostMarker,MilepostUnitOfMeasure,	PedestrianActionCode,PedestrianActionDesc,PreparedDate,	Primary Collision Factor Code,Primary Collision Factor Violation,PrimaryCollisionFactorIsCited,	PrimaryCollisionPartyNumber,	PrimaryRoad,	ReportingDistrict,	ReportingDistrictCode,ReviewedDate,	RoadwaySurfaceCode,SecondaryDirection,	SecondaryDistance,	SecondaryRoad,	SecondaryUnitOfMeasure,	SketchDesc,	TrafficControlDeviceCode,CreatedDate,	ModifiedDate,IsCountyRoad,IsFreeway,CHP555Version,	IsAdditonalObjectStruck,NotificationDate,	NotificationTimeDescription,	HasDigitalMediaFiles,	EvidenceNumber,	IsLocationReferToNarrative,	IsAOIOneSameAsLocation
1394310,9340-2021-00166,1,False,9340,1/22/2021 3:55:00 PM,1555,089,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Friday,NotApplicable,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,CONCRETE BARRIER,1.0,0.0,CLOUDY,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.36493,-121.90099,,,,,A,NO PEDESTRIANS INVOLVED,1/22/2021 12:00:00 AM,A,22350,False,1.0,I-880 N/B TO US-101 N/B,,,1/26/2021 10:17:05 AM,B,N,100.0,US-101,F,,D,1/26/2021 10:17:42 AM,1/26/2021 10:17:42 AM,,True,2,,,,,,,
1394289,9340-2021-00151,1,False,9340,1/20/2021 5:20:00 PM,1720,281,1368,4313,San Jose,43,True,True,C,REAR END,,Wednesday,Yes,False,M,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,2.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.3206,-121.9004,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2021 12:00:00 AM,A,22350,False,1.0,I-280 S/B,,,1/26/2021 10:02:09 AM,A,N,800.0,Bird Ave,F,,D,1/26/2021 10:03:03 AM,1/26/2021 10:03:03 AM,,True,2,,,,,,,
1394237,9340-2021-00173,1,False,9340,1/22/2021 9:50:00 PM,2150,171,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Friday,Yes,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,CONCRETE CENTER DIVIDE,0.0,0.0,CLOUDY,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.16228,-121.99092,,,,,A,NO PEDESTRIANS INVOLVED,1/22/2021 12:00:00 AM,A,23152(a),True,1.0,SR-17 N/B,,,1/26/2021 9:30:47 AM,B,S,1500.0,Brush Rd,F,,D,1/26/2021 9:31:23 AM,1/26/2021 9:31:23 AM,,True,2,,,,,,,
1394225,9340-2021-00158,1,False,9340,1/21/2021 7:50:00 AM,750,110,1368,4313,San Jose,43,True,True,C,REAR END,,Thursday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.336197,-121.848517,,,,,A,NO PEDESTRIANS INVOLVED,1/21/2021 12:00:00 AM,A,22350,False,1.0,US 101 N/B,,,1/26/2021 9:20:52 AM,A,N,200.0,STORY RD.,F,,D,1/26/2021 9:21:43 AM,1/26/2021 9:21:43 AM,,True,2,,,,,,,
1394204,9340-2021-00144,1,False,9340,1/20/2021 8:00:00 AM,800,087,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Wednesday,NotApplicable,False,,,False,True,False,Santa Clara Superior,I,FIXED OBJECT,CONCRETE BARRIER,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.3697,-121.926,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2021 12:00:00 AM,A,22350,False,1.0,SR-87 N/B,,,1/26/2021 9:12:16 AM,A,N,500.0,Airport Pky,F,,D,1/26/2021 9:12:43 AM,1/26/2021 9:12:43 AM,,True,2,,,,,,,
1394168,9340-2021-00185,1,False,9340,1/24/2021 1:45:00 AM,145,281,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Sunday,Yes,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,GUARDRAIL ,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.32919,-121.86987,,,,,A,NO PEDESTRIANS INVOLVED,1/24/2021 12:00:00 AM,A,23152(a),True,1.0,I-280 N/B,,,1/26/2021 8:47:23 AM,A,S,450.0,7th St,F,,D,1/26/2021 8:48:03 AM,1/26/2021 8:48:03 AM,,True,2,,,,,,,
1394097,9340-2021-00140,1,False,9340,1/20/2021 12:06:00 AM,6,681,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Wednesday,Yes,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,GUARDRAIL,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.3469,-121.8424,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2021 12:00:00 AM,A,23152(a),True,1.0,I-680 S/B,,,1/26/2021 8:11:34 AM,A,S,255.0,Sunset Ave Pedestrian Overcrossing,F,,D,1/26/2021 8:13:48 AM,1/26/2021 8:13:48 AM,,True,2,,,,,,,
1394084,9340-2021-00143,1,False,9340,1/19/2021 3:45:00 PM,1545,230,1368,4313,San Jose,43,True,True,C,REAR END,,Tuesday,Yes,False,,,False,True,True,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,2.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.4188,-121.9638,,,,,A,NO PEDESTRIANS INVOLVED,1/19/2021 12:00:00 AM,A,22350,False,1.0,SR-237 EASTBOUND,,,1/26/2021 8:01:49 AM,A,W,1060.0,NORTH 1ST STREET,F,,D,1/26/2021 8:02:31 AM,1/26/2021 8:02:31 AM,,True,2,,,,,,,
1394061,9340-2021-00130,1,False,9340,1/18/2021 3:00:00 PM,1500,681,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Monday,NotApplicable,False,,,False,True,True,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.3683,-121.847,,,,,A,NO PEDESTRIANS INVOLVED,1/18/2021 12:00:00 AM,A,21658(a),False,1.0,I-680 SOUTHBOUND,,,1/26/2021 7:32:54 AM,A,N,200.0,MCKEE ROAD,F,,D,1/26/2021 7:33:24 AM,1/26/2021 7:33:24 AM,,True,2,,,,,,,
1393866,9725-2021-00050,1,False,9725,1/18/2021 12:05:00 AM,5,015,1368,4313,San Jose,43,True,True,C,REAR END,,Monday,Yes,False,F,,False,True,True,San Jose Superior,C,OTHER MOTOR VEHICLE,,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.256795,-121.795311,,,,,A,NO PEDESTRIANS INVOLVED,1/18/2021 12:00:00 AM,A,22350,False,1.0,US 101 N/B,,,1/25/2021 3:49:00 PM,A,S,50.0,Blossom Hill Rd,F,,D,1/25/2021 3:49:50 PM,1/25/2021 3:49:50 PM,,True,2,,,,,,,
1393814,9340-2021-00168,1,False,9340,1/20/2021 3:30:00 AM,330,083,1368,4313,San Jose,43,True,True,F,OVERTURNED,,Wednesday,Yes,False,,,False,True,True,Santa Clara Superior,A,NON-COLLISION,,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.25961,-121.92188,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2021 12:00:00 AM,A,22350,False,1.0,SR-85 N/B,,,1/25/2021 2:56:36 PM,A,N,15.0,Leigh Ave,F,,D,1/25/2021 2:57:16 PM,1/25/2021 2:57:16 PM,,True,2,,,,,,,
1393713,9725-2021-00037,1,False,9725,1/15/2021 3:40:00 PM,1540,013,1368,4313,San Jose,43,True,True,C,REAR END,,Friday,Yes,False,F,,False,True,True,South County Sup.,C,OTHER MOTOR VEHICLE,,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.16243,-121.66352,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2021 12:00:00 AM,A,22350,False,2.0,US 101 S/B,,,1/25/2021 1:22:39 PM,A,N,250.0,Burnett Ave,F,,D,1/25/2021 1:23:33 PM,1/25/2021 1:23:33 PM,,True,2,,,,,,,
1393319,9725-2021-00038,1,False,9725,1/15/2021 6:30:00 PM,1830,003,1368,4313,San Jose,43,True,True,D,BROADSIDE,,Friday,Yes,False,,,False,False,True,San Jose Superior,C,OTHER MOTOR VEHICLE,,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.19585,-121.8103,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2021 12:00:00 AM,A,21801(a),False,2.0,MCKEAN RD ,,,1/25/2021 8:50:36 AM,A,N,0.1,Fortini Rd,M,,D,1/25/2021 8:51:29 AM,1/25/2021 8:51:29 AM,True,,2,,,,,,,
1393215,9340-2021-00139,1,False,9340,1/20/2021 1:20:00 AM,120,060,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Wednesday,Yes,False,,,False,False,True,Santa Clara Superior,I,FIXED OBJECT,METAL LIGHT POLE,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.2228,-121.5515,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2021 12:00:00 AM,A,22350,False,1.0,Brokaw Rd,,,1/25/2021 7:41:40 AM,A,E,240.0,1st St,F,,A,1/25/2021 7:42:22 AM,1/25/2021 7:42:22 AM,,,2,,,,,,,
1392875,9340-2021-00157,1,False,9340,1/22/2021 6:10:00 AM,610,281,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Friday,NotApplicable,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,Concrete Wall,0.0,0.0,RAINING,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.3256,-121.884,,,,,A,NO PEDESTRIANS INVOLVED,1/22/2021 12:00:00 AM,A,22107,False,1.0,I-280 S/B,,,1/22/2021 2:42:27 PM,B,N,200.0,First St.,F,,D,1/22/2021 2:42:55 PM,1/22/2021 2:42:55 PM,,True,2,,,,,,,
1392830,9340-2021-00109,1,False,9340,1/15/2021 2:50:00 PM,1450,281,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Friday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.3283,-121.8715,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2021 12:00:00 AM,A,21658(a),False,1.0,I-280 S/B,,,1/22/2021 1:51:43 PM,A,N,500.0,11th St,F,,D,1/22/2021 1:52:13 PM,1/22/2021 1:52:13 PM,,True,2,,,,,,,
1392823,9340-2021-00108,1,False,9340,1/15/2021 2:45:00 PM,1445,281,1368,4313,San Jose,43,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,True,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.3285,-121.8708,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2021 12:00:00 AM,A,22350,False,1.0,I-280 S/B,,,1/22/2021 1:38:11 PM,A,S,95.0,11th St,F,,D,1/22/2021 1:38:53 PM,1/22/2021 1:38:53 PM,,True,2,,,,,,,
1392798,9345-2021-00116,1,False,9345,1/19/2021 11:10:00 AM,1110,901,1368,4313,San Jose,43,True,True,H,OTHER,Veh. Backing,Tuesday,NotApplicable,True,,,False,False,False,Santa Clara Superior ,C,OTHER MOTOR VEHICLE,,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, Courtesy Report / On-Duty Emergency Vehicle,A,DAYLIGHT,37.318605,-122.91403,,,,,A,NO PEDESTRIANS INVOLVED,1/19/2021 12:00:00 AM,B,Unsafe Backing,,1.0,Meridian Avenue,,,1/22/2021 1:03:26 PM,A,S,144.0,Harmon Avenue,F,,D,1/22/2021 1:04:06 PM,1/22/2021 1:04:06 PM,,,2,,,,,,,
1392685,9340-2021-00127,2,False,9340,1/15/2021 12:20:00 PM,1220,083,1368,4313,San Jose,43,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.252862,-121.85923,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2021 12:00:00 AM,A,22106,False,,SR-85 S/B TO SANTA TERESA BLVD,,,3/16/2021 4:35:51 PM,A,N,25.0,Santa Teresa Blvd,F,,D,1/22/2021 10:45:45 AM,3/16/2021 4:36:04 PM,,True,2,,,,,,,
1392627,9340-2021-00152,1,False,9340,1/21/2021 3:35:00 PM,1535,281,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Thursday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.1929,-121.5313,,,,,A,NO PEDESTRIANS INVOLVED,1/21/2021 12:00:00 AM,A,21658(a),False,1.0,I-280 S/B,,,1/22/2021 9:21:56 AM,A,N,1200.0,S 1ST STREET,F,,D,1/22/2021 9:22:50 AM,1/22/2021 9:22:50 AM,,True,2,,,,,,,
1392548,9340-2021-00118,1,False,9340,1/17/2021 1:10:00 AM,110,120,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Sunday,Yes,False,M,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,CONCRETE JERSEY WALL,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.372882,-121.924682,,,,,A,NO PEDESTRIANS INVOLVED,1/17/2021 12:00:00 AM,A,22107,False,1.0,US101 S/B,,,1/22/2021 7:55:08 AM,A,N,1400.0,Brokaw Rd,F,,D,1/22/2021 7:55:56 AM,1/22/2021 7:55:56 AM,,True,2,,,,,,,
1392546,9340-2021-00147,1,False,9340,1/20/2021 5:50:00 PM,1750,681,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Wednesday,NotApplicable,False,,,False,True,False,Santa Clara Superior,J,OTHER OBJECT,BRICK,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,35.350912,-121.838484,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2021 12:00:00 AM,C,,,,I-680 S/B,,,1/22/2021 7:52:55 AM,A,S,500.0,JACKSON AVENUE,F,,D,1/22/2021 7:53:24 AM,1/22/2021 7:53:24 AM,,True,2,,,,,,,
1392258,9340-2021-00141,1,False,9340,1/19/2021 6:35:00 PM,1835,083,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Tuesday,NotApplicable,False,M,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.25033,-121.92707,,,,,A,NO PEDESTRIANS INVOLVED,1/19/2021 12:00:00 AM,A,21658(a),False,1.0,SR-85 S/B,,,1/21/2021 1:39:12 PM,A,S,1200.0,Union Ave,F,,D,1/21/2021 1:39:40 PM,1/21/2021 1:39:40 PM,,True,2,,,,,,,
1392187,9340-2021-00104,1,False,9340,1/15/2021 3:05:00 AM,305,240,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Friday,NotApplicable,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,DECENDING EMBANKMENT,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.421249,-121.938087,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2021 12:00:00 AM,A,22350,False,1.0,SR-237 W/B TO ZANKER ROAD,,,1/21/2021 12:16:44 PM,A,E,70.0,Zanker Rd,F,,D,1/21/2021 12:17:42 PM,1/21/2021 12:17:42 PM,,True,2,,,,,,,
1392124,9340-2021-00083,1,False,9340,1/12/2021 12:30:00 AM,30,110,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Tuesday,NotApplicable,False,M,,False,True,True,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.3598,-121.8734,,,,,A,NO PEDESTRIANS INVOLVED,1/12/2021 12:00:00 AM,A,22107,False,1.0,US-101 N/B,,,1/21/2021 10:56:05 AM,A,N,1986.0,McKee Rd,F,,D,1/21/2021 10:56:38 AM,1/21/2021 10:56:38 AM,,True,2,,,,,,,
1392120,9340-2021-00145,1,False,9340,1/15/2021 10:20:00 AM,1020,240,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Friday,NotApplicable,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,DIRT EMBANKMENT,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.421538,-121.93865,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2021 12:00:00 AM,A,22350,False,1.0,SR-237 W/B TO ZANKER RD,,,1/21/2021 10:49:57 AM,A,E,400.0,Zanker Rd,F,,D,1/21/2021 10:50:55 AM,1/21/2021 10:50:55 AM,,True,2,,,,,,,
1392043,9725-2021-00054,1,False,9725,1/18/2021 2:44:00 PM,1444,015,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Monday,NotApplicable,False,,,False,True,True,San Jose Superior,C,OTHER MOTOR VEHICLE,,1.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.2422,-121.7693,S,0.2,101 SCL 27.005,M,A,NO PEDESTRIANS INVOLVED,1/18/2021 12:00:00 AM,A,21658(a),False,2.0,US-101 NORTHBOUND,,,1/21/2021 9:17:26 AM,A,S,0.2,BERNAL ROAD,M,,D,1/21/2021 9:18:26 AM,1/21/2021 9:18:26 AM,,True,2,,,,,,,
1391517,9340-2021-00113,1,False,9340,1/16/2021 9:40:00 AM,940,083,1368,4313,San Jose,43,True,True,C,REAR END,,Saturday,Yes,False,,,False,True,True,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,2.0,0.0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.2437,-121.8211,,,,,A,NO PEDESTRIANS INVOLVED,1/16/2021 12:00:00 AM,A,22350,False,1.0,SR-85 NORTHBOUND,,,1/20/2021 11:55:14 AM,A,N,1100.0,LEAN AVENUE,F,,D,1/20/2021 11:55:57 AM,1/20/2021 11:55:57 AM,,True,2,,,,,,,
