Collision Id,	Report Number,	Report Version,	Is Preliminary,	NCIC Code,Crash Date Time,	Crash Time Description,	Beat,City Id,	City Code,	City Name,County Code,	City Is Active,	City Is Incorporated,	Collision Type Code,Collision Type Description,	Collision Type Other Desc,	Day Of Week,	DispatchNotified,	HasPhotographs,	HitRun,	IsAttachmentsMailed,	IsDeleted,	IsHighwayRelated,	IsTowAway,	JudicialDistrict,	MotorVehicleInvolvedWithCode,	MotorVehicleInvolvedWithDesc,MotorVehicleInvolvedWithOtherDesc,	NumberInjured,	NumberKilled,Weather 1, Weather 2, Road Condition 1, Road Condition 2, Special Condition,LightingCode, LightingDescription,Latitude,Longitude,MilepostDirection,MilepostDistance,MilepostMarker,MilepostUnitOfMeasure,	PedestrianActionCode,PedestrianActionDesc,PreparedDate,	Primary Collision Factor Code,Primary Collision Factor Violation,PrimaryCollisionFactorIsCited,	PrimaryCollisionPartyNumber,	PrimaryRoad,	ReportingDistrict,	ReportingDistrictCode,ReviewedDate,	RoadwaySurfaceCode,SecondaryDirection,	SecondaryDistance,	SecondaryRoad,	SecondaryUnitOfMeasure,	SketchDesc,	TrafficControlDeviceCode,CreatedDate,	ModifiedDate,IsCountyRoad,IsFreeway,CHP555Version,	IsAdditonalObjectStruck,NotificationDate,	NotificationTimeDescription,	HasDigitalMediaFiles,	EvidenceNumber,	IsLocationReferToNarrative,	IsAOIOneSameAsLocation
645860,9340-2018-00332,1,False,9340,1/19/2018 2:50:00 AM,250,087,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Friday,NotApplicable,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,ASPHALT CURB,0,0,CLOUDY,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.370818,-121.926653,,,,,A,NO PEDESTRIANS INVOLVED,1/19/2018 12:00:00 AM,A,22350,False,1.0,SR-87 N/B,,,1/23/2018 1:35:34 PM,B,N,850.0,Airport Pky,F,,D,1/23/2018 1:36:03 PM,1/23/2018 1:36:03 PM,,True,2,,,,,,,
645814,9340-2018-00353,1,False,9340,1/19/2018 9:00:00 PM,2100,110,1368,4313,San Jose,43,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,True,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0,0,CLEAR,, NO UNUSUAL CONDITIONS,, ,E,DARK-STREET LIGHTS NOT FUNCTIONING*,37.3252,-121.83813,,,,,A,NO PEDESTRIANS INVOLVED,1/19/2018 12:00:00 AM,A,22350,False,1.0,US101 S/B,,,1/23/2018 1:01:02 PM,A,N,1200.0,Tully Rd,F,,D,1/23/2018 1:01:32 PM,1/23/2018 1:01:32 PM,,True,2,,,,,,,
645781,9340-2018-00357,1,False,9340,1/19/2018 2:40:00 PM,1440,120,1368,4313,San Jose,43,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0,0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.378162,-121.949361,,,,,A,NO PEDESTRIANS INVOLVED,1/19/2018 12:00:00 AM,A,22350,False,1.0,US101 S/B,,,1/23/2018 12:40:09 PM,A,N,400.0,Lafayette St,F,,D,1/23/2018 12:40:49 PM,1/23/2018 12:40:49 PM,,True,2,,,,,,,
645725,9340-2018-00343,1,False,9340,1/19/2018 7:40:00 PM,1940,110,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Friday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0,0,CLEAR,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.32787,-121.84074,,,,,A,NO PEDESTRIANS INVOLVED,1/19/2018 12:00:00 AM,A,21658(a),False,1.0,US101 S/B,,,1/23/2018 12:05:58 PM,A,N,4100.0,Tully Rd,F,,D,1/23/2018 12:06:29 PM,1/23/2018 12:06:29 PM,,True,2,,,,,,,
645709,9340-2018-00337,1,False,9340,1/19/2018 9:20:00 AM,920,083,1368,4313,San Jose,43,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,1,0,CLEAR,CLOUDY, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.250814,-121.839718,,,,,A,NO PEDESTRIANS INVOLVED,1/19/2018 12:00:00 AM,A,22350,False,1.0,SB SR-85 off-ramp to Blossom Hill Rd.,,,1/23/2018 11:58:20 AM,A,E,30.0,Blossom Hill Rd,F,,A,1/23/2018 11:58:53 AM,1/23/2018 11:58:53 AM,,True,2,,,,,,,
645558,9340-2018-00326,1,False,9340,1/19/2018 12:23:00 AM,23,120,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Friday,NotApplicable,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,CONCRETE BARRIER,0,0,RAINING,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.37761,-121.94036,,,,,A,NO PEDESTRIANS INVOLVED,1/19/2018 12:00:00 AM,A,22107,False,1.0,US-101 N/B,,,1/23/2018 10:11:45 AM,B,S,285.0,TRIMBLE ROAD,F,,D,1/23/2018 10:12:16 AM,1/23/2018 10:12:16 AM,,True,2,,,,,,,
645542,9340-2018-00275,1,False,9340,1/16/2018 4:20:00 PM,1620,089,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Tuesday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0,0,CLEAR,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.368271,-121.901468,,,,,A,NO PEDESTRIANS INVOLVED,1/16/2018 12:00:00 AM,A,22107,False,1.0,I-880 S/B,,,1/23/2018 10:04:14 AM,A,N,100.0,Old Bayshore Hwy,F,,A,1/23/2018 10:04:54 AM,1/23/2018 10:04:54 AM,,True,2,,,,,,,
645527,9340-2018-00333,1,False,9340,1/18/2018 9:43:00 PM,2143,281,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Thursday,Yes,False,,,False,True,False,Santa Clara Superior,I,FIXED OBJECT,CONCRETE WALL,1,0,RAINING,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.325564,-121.884626,,,,,A,NO PEDESTRIANS INVOLVED,1/18/2018 12:00:00 AM,A,22350,False,1.0,I-280 N/B,,,1/23/2018 9:57:40 AM,B,S,2200.0,SR-87,F,,D,1/23/2018 9:58:24 AM,1/23/2018 9:58:24 AM,,True,2,,,,,,,
645525,9340-2018-00265,1,False,9340,1/16/2018 6:00:00 AM,600,110,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Tuesday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0,0,CLEAR,, NO UNUSUAL CONDITIONS,, ,C,DARK-STREET LIGHTS,37.3192,-121.8308,,,,,A,NO PEDESTRIANS INVOLVED,1/16/2018 12:00:00 AM,A,22107,False,1.0,US-101 NORTHBOUND FROM TULLY ROAD,,,1/23/2018 9:56:33 AM,A,N,20.0,Tully Rd,F,,D,1/23/2018 9:57:03 AM,1/23/2018 9:57:03 AM,,True,2,,,,,,,
645503,9340-2018-00232,1,False,9340,1/14/2018 12:02:00 AM,2,681,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Sunday,Yes,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,CONCRETE WALL,1,0,CLEAR,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.338322,-121.852062,,,,,A,NO PEDESTRIANS INVOLVED,1/14/2018 12:00:00 AM,A,23152(a),True,1.0,I-680 S/B TO US-101 S/B,,,1/23/2018 9:42:46 AM,A,S,2300.0,Story Rd,F,,D,1/23/2018 9:43:28 AM,1/23/2018 9:43:28 AM,,True,2,,,,,,,
