Collision Id,	Report Number,	Report Version,	Is Preliminary,	NCIC Code,Crash Date Time,	Crash Time Description,	Beat,City Id,	City Code,	City Name,County Code,	City Is Active,	City Is Incorporated,	Collision Type Code,Collision Type Description,	Collision Type Other Desc,	Day Of Week,	DispatchNotified,	HasPhotographs,	HitRun,	IsAttachmentsMailed,	IsDeleted,	IsHighwayRelated,	IsTowAway,	JudicialDistrict,	MotorVehicleInvolvedWithCode,	MotorVehicleInvolvedWithDesc,MotorVehicleInvolvedWithOtherDesc,	NumberInjured,	NumberKilled,Weather 1, Weather 2, Road Condition 1, Road Condition 2, Special Condition,LightingCode, LightingDescription,Latitude,Longitude,MilepostDirection,MilepostDistance,MilepostMarker,MilepostUnitOfMeasure,	PedestrianActionCode,PedestrianActionDesc,PreparedDate,	Primary Collision Factor Code,Primary Collision Factor Violation,PrimaryCollisionFactorIsCited,	PrimaryCollisionPartyNumber,	PrimaryRoad,	ReportingDistrict,	ReportingDistrictCode,ReviewedDate,	RoadwaySurfaceCode,SecondaryDirection,	SecondaryDistance,	SecondaryRoad,	SecondaryUnitOfMeasure,	SketchDesc,	TrafficControlDeviceCode,CreatedDate,	ModifiedDate,IsCountyRoad,IsFreeway,CHP555Version,	IsAdditonalObjectStruck,NotificationDate,	NotificationTimeDescription,	HasDigitalMediaFiles,	EvidenceNumber,	IsLocationReferToNarrative,	IsAOIOneSameAsLocation
376444,9725-2017-00124,1,False,9725,1/22/2017 7:40:00 AM,740,013,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Sunday,NotApplicable,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,CONCRETE WALL,0,0,CLOUDY,RAINING, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.21691,-121.72981,,,,,A,NO PEDESTRIANS INVOLVED,1/22/2017 12:00:00 AM,A,22350,False,1.0,US-101 N/B,,,1/24/2017 2:02:49 PM,B,N,0.6,Bailey Ave,M,,D,1/24/2017 2:03:29 PM,1/24/2017 2:03:29 PM,,True,2,,,,,,,
376411,9340-2017-12131,1,False,9340,1/21/2017 2:00:00 PM,1400,282,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Saturday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0,0,CLOUDY,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.316605,-121.965057,,,,,A,NO PEDESTRIANS INVOLVED,1/21/2017 12:00:00 AM,A,21658(a) VC,False,1.0,INTERSTATE 280 NORTHBOUND,,,1/24/2017 1:39:51 PM,B,S,1000.0,SARATOGA AVENUE,F,,D,1/24/2017 1:40:25 PM,1/24/2017 1:40:25 PM,,True,2,,,,,,,
376394,9340-2017-12130,1,False,9340,1/21/2017 12:15:00 PM,1215,281,1368,4313,San Jose,43,True,True,B,SIDE SWIPE,,Saturday,NotApplicable,False,,,False,True,True,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0,0,CLOUDY,RAINING, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.31757,-121.93504,,,,,A,NO PEDESTRIANS INVOLVED,1/21/2017 12:00:00 AM,A,21658(a),False,1.0,INTERSTATE 280 N/B TO SR-17 S/B,,,1/24/2017 1:34:04 PM,B,S,100.0,Mac Arthur Ave,F,,D,1/24/2017 1:34:41 PM,1/24/2017 1:34:41 PM,,True,2,,,,,,,
376386,9340-2017-12107,2,False,9340,1/20/2017 4:20:00 PM,1620,281,1368,4313,San Jose,43,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0,0,RAINING,, NO UNUSUAL CONDITIONS,, ,B,DUSK-DAWN,37.31476,-121.90965,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2017 12:00:00 AM,A,22350,False,1.0,SOUTHWEST EXPY TO I-280 S/B,,,1/24/2017 1:25:12 PM,B,S,1000.0,Meridian Ave,F,,D,1/24/2017 1:25:51 PM,2/17/2017 1:09:36 PM,,True,2,,,,,,,
376372,9340-2017-12111,1,False,9340,1/20/2017 2:55:00 AM,255,281,1368,4313,San Jose,43,True,True,C,REAR END,,Friday,NotApplicable,False,M,,False,True,True,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0,0,RAINING,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.33182,-121.86421,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2017 12:00:00 AM,A,22350,False,1.0,I-280 S/B,,,1/24/2017 1:16:58 PM,B,N,1500.0,McLaughlin Ave,F,,D,1/24/2017 1:17:32 PM,1/24/2017 1:17:32 PM,,True,2,,,,,,,
376352,9340-2017-12101,1,False,9340,1/20/2017 2:30:00 PM,1430,681,1368,4313,San Jose,43,True,True,C,REAR END,,Friday,NotApplicable,False,M,,False,True,False,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,0,0,CLEAR,RAINING, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.36273,-121.84312,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2017 12:00:00 AM,A,22350,False,1.0,I-680 S/B,,,1/24/2017 12:59:21 PM,B,N,1500.0,Alum Rock Ave,F,,D,1/24/2017 1:08:17 PM,1/24/2017 1:08:17 PM,,True,2,,,,,,,
376242,9340-2017-12104,2,False,9340,1/20/2017 6:20:00 AM,620,681,1368,4313,San Jose,43,True,True,C,REAR END,,Friday,Yes,False,F,,False,True,True,Santa Clara Superior,C,OTHER MOTOR VEHICLE,,1,0,RAINING,, NO UNUSUAL CONDITIONS,, ,D,DARK-NO STREET LIGHTS,37.359783,-121.841266,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2017 12:00:00 AM,A,22350,False,1.0,I-680 S/B,,,1/24/2017 11:09:50 AM,B,N,20.0,Alum Rock Ave,F,,D,1/24/2017 11:48:59 AM,2/17/2017 12:54:31 PM,,True,2,,,,,,,
376181,9340-2017-12103,1,False,9340,1/20/2017 7:40:00 AM,740,110,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Friday,NotApplicable,False,,,False,True,True,Santa Clara Superior,I,FIXED OBJECT,concrete divider,0,0,RAINING,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.280496,-121.80747,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2017 12:00:00 AM,A,22350,False,1.0,US-101 N/B,,,1/24/2017 10:58:31 AM,B,S,2000.0,Hellyer Ave,F,,D,1/24/2017 10:59:08 AM,1/24/2017 10:59:08 AM,,True,2,,,,,,,
376164,9340-2017-12143,1,False,9340,1/20/2017 2:20:00 PM,1420,110,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Friday,Yes,False,,,False,True,True,SAN JOSE,I,FIXED OBJECT,CENTER MEDIAN,1,0,CLEAR,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,37.2967,-121.810463,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2017 12:00:00 AM,A,22350,True,1.0,US-101 NORTHBOUND,,,1/24/2017 10:52:05 AM,B,N,400.0,YERBA BUENA ROAD U/C,F,,D,1/24/2017 10:52:52 AM,1/24/2017 10:52:52 AM,,True,2,,,,,,,
376070,9340-2017-12156,2,False,9340,1/20/2017 11:10:00 AM,1110,087,1368,4313,San Jose,43,True,True,E,HIT OBJECT,,Friday,NotApplicable,False,,,False,True,True,San Jose Municipal,I,FIXED OBJECT,wall,0,0,CLOUDY,, NO UNUSUAL CONDITIONS,, ,A,DAYLIGHT,,,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2017 12:00:00 AM,A,22350,False,1.0,State Route 87 (N/B),,,1/24/2017 10:16:47 AM,B,S,0.2,North First Street,M,REFER TO ATTACHMENT,D,1/24/2017 10:17:21 AM,2/17/2017 12:59:31 PM,,True,2,,,,,,,
